,Predict,LABEL,x,y,PHOTO_URL,prob_Bare,prob_Partly Snow Coverage,prob_Undefined,prob_Full Snow Coverage,RSI
0,Bare,Bare,-93.464002,41.667810001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34389/A34389_202305021800.jpg,0.9995088577270508,0.0004911030409857631,5.700342864400909e-09,5.69506594660929e-11,0.4
1,Partly Snow Coverage,Partly Snow Coverage,-93.570492,41.802897001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021801.jpg,0.39036715030670166,0.6079695820808411,0.0005816544871777296,0.0010815714485943317,0.4
2,Partly Snow Coverage,Partly Snow Coverage,-95.879512,41.232693001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34645/A34645_202305021801.jpg,0.00019800856534857303,0.9885857701301575,0.00024490233045071363,0.010971330106258392,0.4
3,Bare,Bare,-93.785002,41.158948001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021802.jpg,0.9150967597961426,0.08112288266420364,0.0016618060180917382,0.0021185711957514286,0.4
4,Bare,Bare,-93.783872,41.183015001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021803.jpg,1.0,8.954381696844524e-14,1.3907757866367387e-13,3.066204344267894e-17,0.4
5,Bare,Bare,-93.463322,41.668507001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34336/A34336_202305021803.jpg,0.9978995323181152,0.002007211558520794,5.664507989422418e-05,3.659151116153225e-05,0.4
6,Partly Snow Coverage,Partly Snow Coverage,-93.570375,41.977705001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33854/A33854_202305021803.jpg,0.04123552143573761,0.9403359293937683,0.0024295307230204344,0.015999116003513336,0.4
7,Bare,Bare,-95.879128,41.233055001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32866/A32866_202305021806.jpg,0.9226722717285156,0.07726773619651794,5.2914212574250996e-05,7.028707841527648e-06,0.4
8,Bare,Bare,-93.576817,41.724812001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021806.jpg,0.9922401905059814,0.007759439293295145,3.6812099324379233e-07,7.656869804861799e-09,0.4
9,Partly Snow Coverage,Partly Snow Coverage,-93.569122,42.455443001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34735/A34735_202305021807.jpg,0.007960728369653225,0.9501032829284668,0.0004310511576477438,0.04150504246354103,0.4
10,Bare,Bare,-93.780717,41.243273001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021807.jpg,1.0,1.8316233675163412e-13,1.542951183486352e-11,2.5502866676987725e-17,0.4
11,Bare,Bare,-93.78002,41.262172001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021808.jpg,1.0,8.744549135230352e-22,2.1459391535098343e-21,1.7555576676084338e-29,0.4
12,Bare,Bare,-93.559792,41.654607001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34336/A34336_202305021808.jpg,1.0,3.5681718690838693e-10,2.0634525338403265e-11,7.118663297722705e-13,0.4
13,Bare,Bare,-95.587465,41.485042001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021808.jpg,0.9986867308616638,0.0013129254803061485,3.6330817465568543e-07,3.165723327924752e-08,0.4
14,Partly Snow Coverage,Partly Snow Coverage,-93.569595,41.949407001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33529/A33529_202305021810.jpg,0.21712979674339294,0.3950551450252533,0.34880053997039795,0.03901448845863342,0.4
15,Bare,Bare,-93.77886,41.316177001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021812.jpg,1.0,3.0833679359743016e-11,3.295924366764069e-10,1.1024833457729151e-14,0.4
16,Partly Snow Coverage,Partly Snow Coverage,-93.779832,41.330803001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021813.jpg,0.18332532048225403,0.7875642776489258,0.000284836016362533,0.028825512155890465,0.4
17,Bare,Bare,-95.879358,41.232592001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32866/A32866_202305021816.jpg,0.9984102249145508,0.0015869531780481339,7.795412670930091e-07,1.9920014437957434e-06,0.4
18,Bare,Bare,-93.779837,41.353808001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021817.jpg,0.9998898506164551,3.6630350223276764e-05,6.720763485645875e-05,6.279216449911473e-06,0.4
19,Bare,Bare,-93.779507,41.343938001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021818.jpg,0.6436063051223755,0.24551042914390564,0.005803769454360008,0.1050795167684555,0.4
20,Partly Snow Coverage,Partly Snow Coverage,-93.780163,41.291188001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021827.jpg,0.01207949873059988,0.9804351329803467,0.006293344311416149,0.0011919951066374779,0.4
21,Bare,Bare,-93.496497,41.662088001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34000/A34000_202305021829.jpg,0.9941213726997375,0.0027700585778802633,3.7117039028089494e-05,0.0030714625027030706,0.4
22,Partly Snow Coverage,Partly Snow Coverage,-93.571368,42.008617001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305021833.jpg,0.015419997274875641,0.9845700860023499,4.249390258337371e-06,5.67239885640447e-06,0.4
23,Undefined,Undefined,-93.779768,41.287613001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021837.jpg,1.217811404785607e-05,1.368261308698493e-07,0.9999877214431763,3.5023277611401227e-09,0.4
24,Bare,Bare,-93.779342,41.283832001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021838.jpg,0.5751630067825317,0.4169325828552246,0.007892781868577003,1.1662665201583877e-05,0.4
25,Partly Snow Coverage,Partly Snow Coverage,-93.570125,41.928825001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305021838.jpg,0.21066312491893768,0.7798453569412231,0.0015326328575611115,0.007958857342600822,0.4
26,Bare,Bare,-93.347643,43.099322001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34342/A34342_202305021839.jpg,0.9905699491500854,0.004919412545859814,0.0009486381895840168,0.0035619966220110655,0.4
27,Bare,Bare,-93.343153,43.081935001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021840.jpg,0.9999997615814209,2.7873389285559824e-07,1.4080629717749815e-10,7.808112338116013e-13,0.4
28,Bare,Bare,-93.343218,43.070830001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021840.jpg,1.0,1.2456501607971404e-08,1.838453300706533e-08,5.4002375488027e-12,0.4
29,Partly Snow Coverage,Partly Snow Coverage,-95.578335,41.498303001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A31606/A31606_202305021840.jpg,7.534872281667049e-08,0.9506618976593018,4.1034738273992843e-08,0.04933803156018257,0.4
30,Bare,Bare,-91.950678,41.687188001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35692/A35692_202305021841.jpg,0.9973573088645935,0.0026406235992908478,1.9755093489948194e-06,5.958448312526343e-08,0.4
31,Undefined,Undefined,-95.562908,41.498358001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021841.jpg,0.35935989022254944,6.0219488659640774e-05,0.6325416564941406,0.008038206957280636,0.4
32,Partly Snow Coverage,Partly Snow Coverage,-93.571232,41.847830001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305021843.jpg,0.23546896874904633,0.764517068862915,8.40110624267254e-06,5.549657998926705e-06,0.4
33,Partly Snow Coverage,Partly Snow Coverage,-95.546867,41.498768001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021843.jpg,0.44720152020454407,0.5413825511932373,0.011411351151764393,4.625311248673825e-06,0.4
34,Bare,Bare,-93.341028,42.999865001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021845.jpg,1.0,5.7601464931167357e-08,2.6631597968562737e-11,2.5688517068730987e-14,0.4
35,Bare,Bare,-93.341058,42.989218001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021845.jpg,0.9999982118606567,1.7501138245279435e-06,5.505341960088117e-08,2.0158463787112169e-10,0.4
36,Undefined,Undefined,-93.625117,41.649333001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35242/A35242_202305021846.jpg,9.537609457765939e-08,4.2665443400480285e-10,0.9999998807907104,2.6903278866827196e-13,0.4
37,Bare,Bare,-91.84534,41.687163001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35692/A35692_202305021846.jpg,0.9999991655349731,8.172775096682017e-07,1.9331942990863382e-10,3.061725677676319e-13,0.4
38,Partly Snow Coverage,Partly Snow Coverage,-93.57003,41.766005001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305021848.jpg,0.022700833156704903,0.9752928614616394,0.00024012307403609157,0.0017661306774243712,0.4
39,Bare,Bare,-93.503683,41.662228001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35707/A35707_202305021848.jpg,0.9922005534172058,0.0027255085296928883,6.634298188146204e-05,0.005007654428482056,0.4
40,Bare,Bare,-95.558317,41.498460001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021848.jpg,0.9994578957557678,0.0002013560733757913,0.0003406941541470587,3.6308869244550124e-09,0.4
41,Bare,Bare,-95.57359,41.498935001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34676/A34676_202305021849.jpg,0.9986673593521118,0.0013278457336127758,4.560362413030816e-06,2.487517747340462e-07,0.4
42,Bare,Bare,-93.351307,42.919513001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021850.jpg,0.9999997615814209,2.0368952391436324e-07,2.5471741382787627e-10,3.094351489450753e-13,0.4
43,Partly Snow Coverage,Partly Snow Coverage,-93.577728,41.650547001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021850.jpg,0.13434460759162903,0.8651396036148071,3.124262730125338e-05,0.00048456675722263753,0.4
44,Full Snow Coverage,Full Snow Coverage,-94.025393,41.538912001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021850.jpg,2.4129743906087242e-05,0.0011169133940711617,2.099366383845336e-06,0.998856782913208,0.4
45,Bare,Bare,-93.464633,41.665495001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34389/A34389_202305021850.jpg,0.9740657210350037,0.021758971735835075,0.0035595891531556845,0.0006158027681522071,0.4
46,Bare,Bare,-93.351172,42.908447001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021850.jpg,1.0,5.886581912022126e-13,2.1179368514241768e-15,8.091891313074117e-22,0.4
47,Partly Snow Coverage,Partly Snow Coverage,-95.585732,41.494183001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A31606/A31606_202305021850.jpg,0.005066334269940853,0.9125874638557434,1.6094258171506226e-05,0.08233017474412918,0.4
48,Bare,Bare,-93.600257,41.649608001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35242/A35242_202305021851.jpg,0.8619096279144287,1.5176623291424107e-09,0.1380903124809265,2.364068762972238e-08,0.4
49,Undefined,Undefined,-95.58818,41.482753001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021851.jpg,0.00013966031838208437,3.2758589441073127e-06,0.9998041987419128,5.2971128752687946e-05,0.4
50,Bare,Bare,-94.046485,41.530485001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021852.jpg,0.9776118993759155,5.8989307945012115e-06,0.022288108244538307,9.408937330590561e-05,0.4
51,Bare,Bare,-93.576057,41.685395001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305021853.jpg,0.9982479810714722,0.0017497335793450475,1.734419129206799e-06,5.783715550933266e-07,0.4
52,Bare,Bare,-95.596337,41.463190001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021853.jpg,0.9998063445091248,0.00019361927115824074,3.830835737517191e-08,1.3812522237088842e-09,0.4
53,Partly Snow Coverage,Partly Snow Coverage,-95.601458,41.452500001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34676/A34676_202305021854.jpg,0.2238452285528183,0.7756286859512329,0.00016766555199865252,0.00035847059916704893,0.4
54,Bare,Bare,-93.35005,42.837673001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021855.jpg,1.0,4.058791636118997e-10,1.926418746744929e-11,1.4477973331382225e-14,0.4
55,Bare,Bare,-93.578607,41.726188001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021855.jpg,0.9917715191841125,0.008228369988501072,1.0230256464183185e-07,1.8574301208218458e-08,0.4
56,Bare,Bare,-94.0737,41.520515001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021855.jpg,0.9990987777709961,0.0007959524518810213,7.727838237769902e-05,2.7988591682515107e-05,0.4
57,Bare,Bare,-93.349982,42.826202001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021855.jpg,0.9999997615814209,1.8382083055712428e-07,1.3461443515438987e-08,1.9208523660552146e-11,0.4
58,Partly Snow Coverage,Partly Snow Coverage,-95.605467,41.444753001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A31606/A31606_202305021855.jpg,0.00549805024638772,0.9945018291473389,9.860760741275953e-08,2.023307033027777e-08,0.4
59,Undefined,Undefined,-95.610478,41.441547001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021856.jpg,0.0032459518406540155,1.9247838281444274e-05,0.9511127471923828,0.045622073113918304,0.4
60,Undefined,Undefined,-94.07649,41.520148001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021857.jpg,4.9308229790767655e-05,6.572241773028509e-08,0.9919425249099731,0.008008013479411602,0.4
61,Bare,Bare,-93.77938,41.272918001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021858.jpg,0.965192973613739,0.03459032624959946,0.00021620788902509958,4.4127716591901844e-07,0.4
62,Partly Snow Coverage,Partly Snow Coverage,-95.60712,41.443273001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021858.jpg,0.10834575444459915,0.891653835773468,3.734942026767385e-07,5.52679395582345e-08,0.4
63,Bare,Bare,-93.57222,41.799647001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021900.jpg,0.9947502017021179,0.005155378021299839,8.355516183655709e-05,1.082237849914236e-05,0.4
64,Bare,Bare,-94.090142,41.518013001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021900.jpg,0.7976523041725159,0.0032498957589268684,0.003126351395621896,0.19597144424915314,0.4
65,Undefined,Undefined,-94.093053,41.517747001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021902.jpg,0.061717476695775986,0.00016143721586558968,0.9190708994865417,0.019050201401114464,0.4
66,Bare,Bare,-93.780002,41.265568001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021902.jpg,0.99977046251297,9.758140606663801e-08,0.00022728672774974257,2.0789857444469817e-06,0.4
67,Bare,Bare,-93.780995,41.247648001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021903.jpg,1.0,3.148483429527005e-08,6.93770374482483e-09,1.9439252291197917e-11,0.4
68,Partly Snow Coverage,Partly Snow Coverage,-93.569207,42.007773001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35706/A35706_202305021904.jpg,0.00034030096139758825,0.999659538269043,8.013466334944042e-09,8.800052597734975e-08,0.4
69,Bare,Bare,-93.5729,41.874707001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021905.jpg,0.9206801652908325,0.07772025465965271,0.0013736544642597437,0.00022594201436731964,0.4
70,Full Snow Coverage,Full Snow Coverage,-94.10757,41.517722001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021905.jpg,0.0013802681351080537,0.000516262196470052,9.897487325360999e-05,0.9980044960975647,0.4
71,Undefined,Undefined,-93.521742,41.659917001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34389/A34389_202305021905.jpg,0.10593130439519882,2.1082983948872425e-05,0.8937767744064331,0.0002708031970541924,0.4
72,Undefined,Undefined,-95.615922,41.439020001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021906.jpg,0.02203729748725891,0.07595605403184891,0.7893598675727844,0.11264678835868835,0.4
73,Bare,Bare,-94.109843,41.517747001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021907.jpg,0.9980564117431641,0.0005301008932292461,0.001368035445921123,4.5582484744954854e-05,0.4
74,Bare,Bare,-93.784107,41.180265001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021907.jpg,0.968128502368927,0.030884334817528725,0.000954788934905082,3.226062108296901e-05,0.4
75,Bare,Bare,-93.784317,41.166983001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021908.jpg,1.0,2.0163479774737425e-08,1.1743874761549478e-09,2.0436765127418433e-11,0.4
76,Bare,Bare,-95.631185,41.429092001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021908.jpg,0.9003077149391174,0.09968502819538116,7.324605121539207e-06,1.244961289614821e-08,0.4
77,Partly Snow Coverage,Partly Snow Coverage,-93.570782,41.974705001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35677/A35677_202305021909.jpg,0.011012395843863487,0.6591410636901855,0.0020682988688349724,0.32777824997901917,0.4
78,Bare,Bare,-95.645083,41.416417001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34676/A34676_202305021909.jpg,0.9819419384002686,0.01780019886791706,0.00023827565019018948,1.9636569049907848e-05,0.4
79,Bare,Bare,-93.349567,42.830518001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021910.jpg,1.0,1.7901509608009292e-08,3.165874246785494e-12,1.4213786719748924e-15,0.4
80,Bare,Bare,-93.571272,41.952873001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33812/A33812_202305021910.jpg,0.9903355836868286,0.009456726722419262,0.0001806624059099704,2.7038553525926545e-05,0.4
81,Bare,Bare,-94.124212,41.517802001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021910.jpg,0.9945768117904663,0.004850925877690315,0.0001160751489805989,0.0004562860995065421,0.4
82,Bare,Bare,-93.349603,42.837550001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021910.jpg,0.9423254728317261,0.057674385607242584,1.0864695099144228e-07,9.575025217145594e-09,0.4
83,Bare,Bare,-95.657763,41.403862001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A31606/A31606_202305021910.jpg,0.9612125754356384,0.03876950964331627,1.7508167729829438e-05,3.730408479896141e-07,0.4
84,Undefined,Undefined,-95.668042,41.391110001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021911.jpg,0.0017079502576962113,0.06341086328029633,0.5484409928321838,0.3864402174949646,0.4
85,Bare,Bare,-93.777888,41.098060001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34712/A34712_202305021912.jpg,0.9970381259918213,0.0022825757041573524,0.0006668716669082642,1.2440655154932756e-05,0.4
86,Bare,Bare,-93.780768,41.087275001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35016/A35016_202305021913.jpg,0.9996192455291748,0.00036982522578909993,1.0593660590529907e-05,2.7510949962561426e-07,0.4
87,Bare,Bare,-95.676947,41.376237001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021913.jpg,0.9999092817306519,9.075547131942585e-05,3.144615234873527e-08,2.3673036864124697e-09,0.4
88,Full Snow Coverage,Full Snow Coverage,-93.571238,41.893075001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35677/A35677_202305021914.jpg,0.00037096560117788613,0.11923813819885254,0.0008250900427810848,0.8795657753944397,0.4
89,Bare,Bare,-93.350778,42.912220001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021915.jpg,0.9999982118606567,1.7559366369823692e-06,3.162226591690853e-10,1.6558747645625815e-12,0.4
90,Bare,Bare,-93.35086,42.919092001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021915.jpg,0.9996457099914551,0.00035433145239949226,5.544594561257554e-09,2.368790753826122e-11,0.4
91,Undefined,Undefined,-95.670635,41.380993001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021916.jpg,0.3725876212120056,0.002222825540229678,0.5989396572113037,0.02624993771314621,0.4
92,Bare,Bare,-94.129998,41.517863001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021917.jpg,0.9932251572608948,0.006609869189560413,0.00016257190145552158,2.366790340602165e-06,0.4
93,Partly Snow Coverage,Partly Snow Coverage,-95.661122,41.400175001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021918.jpg,0.45313236117362976,0.5468671321868896,4.550645940071263e-07,1.0769605651717029e-08,0.4
94,Full Snow Coverage,Full Snow Coverage,-93.570688,41.811825001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35677/A35677_202305021919.jpg,3.3432643249398097e-06,2.720213888096623e-05,0.0068260119296610355,0.9931434392929077,0.4
95,Bare,Bare,-95.650248,41.410957001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34676/A34676_202305021919.jpg,0.9984353184700012,0.0015647278632968664,5.107452949459912e-08,3.8982572725387854e-10,0.4
96,Bare,Bare,-93.340548,42.992602001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021920.jpg,1.0,7.836783305625872e-11,1.14923478719553e-13,4.973429719547734e-17,0.4
97,Full Snow Coverage,Full Snow Coverage,-94.143478,41.517913001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021920.jpg,0.052945639938116074,0.01241162046790123,0.0009993687272071838,0.9336433410644531,0.4
98,Bare,Bare,-93.340565,43.000003001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021920.jpg,0.9993871450424194,0.0006128299282863736,5.425052407304065e-08,5.3375892594687e-10,0.4
99,Partly Snow Coverage,Partly Snow Coverage,-95.639083,41.421542001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A31606/A31606_202305021920.jpg,0.0002659736492205411,0.9996029734611511,4.935341735290422e-07,0.00013062953075859696,0.4
100,Undefined,Undefined,-95.628262,41.431420001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021921.jpg,0.4314737915992737,7.46053865441354e-06,0.5681400895118713,0.0003786457236856222,0.4
101,Bare,Bare,-94.144963,41.517887001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021922.jpg,0.981124758720398,0.0005912933265790343,0.017875006422400475,0.0004088959249202162,0.4
102,Bare,Bare,-95.618853,41.437492001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021923.jpg,0.9997425675392151,0.0002549156197346747,2.5114256914093858e-06,5.559544824507157e-09,0.4
