,Predict,LABEL,x,y,PHOTO_URL,prob_Bare,prob_Partly Snow Coverage,prob_Undefined,prob_Full Snow Coverage,RSI
103,Full Snow Coverage,Full Snow Coverage,-93.577132,41.731443001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35677/A35677_202305021924.jpg,0.01656349189579487,0.13867206871509552,0.008049973286688328,0.8367144465446472,0.4
104,Bare,Bare,-93.342903,43.073857001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35266/A35266_202305021925.jpg,1.0,5.287422930044805e-11,6.16743526908603e-14,3.789968685969949e-18,0.4
105,Full Snow Coverage,Full Snow Coverage,-94.160833,41.517998001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021925.jpg,0.008966351859271526,0.06293178349733353,0.001048973179422319,0.9270527958869934,0.4
106,Bare,Bare,-93.342717,43.081592001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35711/A35711_202305021925.jpg,0.9981614947319031,0.0018382464768365026,1.8032828563718795e-07,4.573420309128551e-09,0.4
107,Bare,Bare,-94.162345,41.517998001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021927.jpg,0.9066945314407349,0.08154422044754028,0.011264157481491566,0.0004970583831891418,0.4
108,Bare,Bare,-93.904425,41.558267001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35278/A35278_202305021928.jpg,0.997577965259552,0.002345513319596648,7.122517126845196e-05,5.371455699787475e-06,0.4
109,Full Snow Coverage,Full Snow Coverage,-93.577738,41.651935001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35677/A35677_202305021929.jpg,0.0052492208778858185,0.03009149432182312,0.003072641557082534,0.9615866541862488,0.4
110,Full Snow Coverage,Full Snow Coverage,-94.17817,41.518092001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021930.jpg,0.12535203993320465,0.0017785199452191591,0.0037740743719041348,0.8690953254699707,0.4
111,Bare,Bare,-94.180678,41.518092001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021932.jpg,0.9683800935745239,0.023241808637976646,0.008319282904267311,5.881194374524057e-05,0.4
112,Bare,Bare,-94.005547,41.541193001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35278/A35278_202305021933.jpg,0.9999991655349731,8.759991487750085e-07,2.7129852142593336e-08,2.7572815558540853e-11,0.4
113,Bare,Bare,-93.385152,42.765290001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35283/A35283_202305021934.jpg,1.0,1.8519754940081413e-15,2.0507936878958513e-16,2.922883323948186e-23,0.4
114,Bare,Bare,-93.379962,42.774078001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33826/A33826_202305021935.jpg,1.0,3.1306832126709594e-10,1.2634804313904624e-10,7.498624117474595e-14,0.4
115,Bare,Bare,-94.195347,41.514462001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021935.jpg,0.9992403984069824,0.0005084438598714769,0.00024656380992382765,4.707531388703501e-06,0.4
116,Partly Snow Coverage,Partly Snow Coverage,-94.197585,41.512652001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021937.jpg,0.06435137987136841,0.6722596883773804,0.005416684318333864,0.25797227025032043,0.4
117,Full Snow Coverage,Full Snow Coverage,-94.207388,41.504957001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021940.jpg,0.0008127535693347454,0.036428507417440414,0.0011905059218406677,0.9615682363510132,0.4
118,Partly Snow Coverage,Partly Snow Coverage,-95.602108,41.450683001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A31606/A31606_202305021940.jpg,0.007756448816508055,0.986562967300415,3.7299218092812225e-05,0.005643208045512438,0.4
119,Undefined,Undefined,-95.597218,41.460803001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33650/A33650_202305021941.jpg,0.1537962704896927,1.8174685465055518e-05,0.8449561595916748,0.001229438348673284,0.4
120,Partly Snow Coverage,Partly Snow Coverage,-94.208528,41.504058001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021942.jpg,0.29554134607315063,0.6939467191696167,0.010445093736052513,6.681586819468066e-05,0.4
121,Bare,Bare,-95.58959,41.476685001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32081/A32081_202305021943.jpg,0.9999920129776001,8.039739441301208e-06,2.4629056127878357e-08,3.716523977459474e-09,0.4
122,Bare,Bare,-95.585663,41.492052001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34676/A34676_202305021944.jpg,0.8273068070411682,0.1724647730588913,0.00012097118451492861,0.00010748559725470841,0.4
123,Partly Snow Coverage,Partly Snow Coverage,-94.219137,41.495855001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021945.jpg,0.00011019010707968846,0.8727219700813293,6.95505877956748e-05,0.12709833681583405,0.4
124,Bare,Bare,-94.221355,41.494818001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021947.jpg,0.9659007787704468,0.016361264511942863,0.01566334255039692,0.0020744740031659603,0.4
125,Full Snow Coverage,Full Snow Coverage,-94.236505,41.493795001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021950.jpg,0.012115344405174255,0.44478899240493774,0.029318485409021378,0.5137771368026733,0.4
126,Bare,Bare,-94.239328,41.493713001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021952.jpg,0.9928072690963745,0.004303032997995615,0.002796368906274438,9.334318747278303e-05,0.4
127,Full Snow Coverage,Full Snow Coverage,-94.254077,41.493252001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305021955.jpg,5.964999672869453e-06,0.00018978789739776403,1.5550907846773043e-05,0.9997888207435608,0.4
128,Bare,Bare,-94.255752,41.493277001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305021957.jpg,0.9356706142425537,0.037405163049697876,0.025954140350222588,0.0009700495866127312,0.4
129,Full Snow Coverage,Full Snow Coverage,-93.574238,41.680858001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34336/A34336_202305021958.jpg,0.001735546626150608,7.861026097089052e-05,4.6066106733633205e-05,0.9981397390365601,0.4
130,Full Snow Coverage,Full Snow Coverage,-94.271177,41.493355001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022000.jpg,0.11990056931972504,0.04511629417538643,0.012241729535162449,0.8227413892745972,0.4
131,Bare,Bare,-94.274532,41.493223001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022002.jpg,0.9950693845748901,0.0016985228285193443,0.0032104463316500187,2.1663692677975632e-05,0.4
132,Full Snow Coverage,Full Snow Coverage,-94.289988,41.493205001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022005.jpg,6.271185702644289e-05,3.88456137443427e-05,2.9173039365559816e-05,0.9998692274093628,0.4
133,Partly Snow Coverage,Partly Snow Coverage,-94.292275,41.493162001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022007.jpg,0.40107595920562744,0.595241904258728,0.003323832293972373,0.0003583005745895207,0.4
134,Bare,Bare,-95.180343,41.498035001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34762/A34762_202305022007.jpg,0.9450268149375916,0.054835643619298935,9.934783884091303e-05,3.820908386842348e-05,0.4
135,Bare,Bare,-93.576905,41.662840001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305022007.jpg,0.9999932050704956,6.768198545614723e-06,5.040164952063719e-10,1.872284879217423e-12,0.4
136,Bare,Bare,-95.243523,41.497547001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34707/A34707_202305022009.jpg,0.9910356998443604,6.562835096701747e-06,0.008529621176421642,0.00042806880082935095,0.4
137,Partly Snow Coverage,Partly Snow Coverage,-95.189647,41.497788001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33648/A33648_202305022009.jpg,0.05615457519888878,0.5210559964179993,0.12500809133052826,0.2977813482284546,0.4
138,Full Snow Coverage,Full Snow Coverage,-94.307552,41.493172001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022010.jpg,0.0009521314641460776,0.0011807515984401107,0.00037620359216816723,0.9974908828735352,0.4
139,Bare,Bare,-94.310573,41.493158001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022012.jpg,0.9549835324287415,0.00985901802778244,0.033495865762233734,0.0016615331405773759,0.4
140,Bare,Bare,-95.2796,41.498572001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34762/A34762_202305022012.jpg,0.9997685551643372,0.0002205774508183822,1.0806512364069931e-05,7.23560411586277e-09,0.4
141,Partly Snow Coverage,Partly Snow Coverage,-93.577987,41.743032001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305022012.jpg,0.20749816298484802,0.7924158573150635,1.6803276594146155e-05,6.91736931912601e-05,0.4
142,Bare,Bare,-95.181313,41.498025001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34763/A34763_202305022013.jpg,0.9999995231628418,4.246399214480334e-07,9.442266524217757e-09,3.303339806554062e-12,0.4
143,Partly Snow Coverage,Partly Snow Coverage,-95.286267,41.498847001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33648/A33648_202305022014.jpg,0.09770449250936508,0.46138766407966614,0.3064698278903961,0.13443799316883087,0.4
144,Bare,Bare,-94.325588,41.493258001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022015.jpg,0.9132002592086792,0.06299525499343872,0.018087081611156464,0.005717451684176922,0.4
145,Bare,Bare,-94.328398,41.493167001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022017.jpg,0.9141618609428406,0.07382302731275558,0.01119963638484478,0.0008155118557624519,0.4
146,Partly Snow Coverage,Partly Snow Coverage,-93.571963,41.822442001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305022017.jpg,0.007073773071169853,0.9929211735725403,1.403193209625897e-06,3.6724013625644147e-06,0.4
147,Bare,Bare,-95.288157,41.498818001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34763/A34763_202305022018.jpg,0.9999921321868896,7.889563676144462e-06,3.778654544817073e-08,1.1195670779340361e-10,0.4
148,Bare,Bare,-93.57695,41.654330001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34336/A34336_202305022018.jpg,1.0,3.3418358358350275e-11,3.5488582558751425e-12,4.593009686706842e-16,0.4
149,Bare,Bare,-93.493472,41.661782001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35707/A35707_202305022019.jpg,0.9999661445617676,3.1131086871027946e-05,1.0557746463746298e-06,1.722868091746932e-06,0.4
150,Full Snow Coverage,Full Snow Coverage,-94.343198,41.493185001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022020.jpg,2.027621303568594e-05,2.9629922210006043e-05,4.717380761576351e-06,0.9999452829360962,0.4
151,Bare,Bare,-94.346273,41.493200001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022022.jpg,0.8927645087242126,0.06760209053754807,0.0392472967505455,0.00038615745143033564,0.4
152,Bare,Bare,-93.571878,41.903002001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305022022.jpg,0.9620425701141357,0.03788917139172554,6.450130604207516e-05,3.7569875530607533e-06,0.4
153,Bare,Bare,-93.498622,41.661942001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A34336/A34336_202305022023.jpg,0.999927282333374,7.112386811058968e-05,1.1037625426979503e-06,4.56166105777811e-07,0.4
154,Partly Snow Coverage,Partly Snow Coverage,-94.360515,41.493473001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022025.jpg,0.0005494949873536825,0.9980342984199524,0.0013819335727021098,3.425283284741454e-05,0.4
155,Bare,Bare,-94.3638,41.494508001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022027.jpg,0.9991844296455383,0.0008039037347771227,1.1645890481304377e-05,2.789434816463654e-08,0.4
156,Partly Snow Coverage,Partly Snow Coverage,-93.571707,41.983210001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A35234/A35234_202305022027.jpg,0.36986270546913147,0.6277143359184265,0.0013617472723126411,0.0010612012119963765,0.4
157,Bare,Bare,-93.505682,41.661978001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32084/A32084_202305022030.jpg,0.9999163150787354,7.251389615703374e-05,1.15202192318975e-06,1.0006387128669303e-05,0.4
158,Partly Snow Coverage,Partly Snow Coverage,-94.377648,41.496195001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022030.jpg,0.14433661103248596,0.6178869605064392,0.020033126696944237,0.21774321794509888,0.4
159,Bare,Bare,-94.379805,41.496210001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022032.jpg,0.9923088550567627,0.002793871099129319,0.004470886662602425,0.00042636398575268686,0.4
160,Full Snow Coverage,Full Snow Coverage,-94.39512,41.496143001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022035.jpg,0.0008978962432593107,0.13163115084171295,0.0021510948427021503,0.8653198480606079,0.4
161,Bare,Bare,-94.398908,41.496143001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022037.jpg,0.9272443652153015,0.0018202983774244785,0.06706353276968002,0.003871836932376027,0.4
162,Full Snow Coverage,Full Snow Coverage,-94.412918,41.496100001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022040.jpg,0.014821318909525871,0.07373975962400436,0.0003897237475030124,0.9110492467880249,0.4
163,Bare,Bare,-94.41668,41.496090001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022042.jpg,0.9957156777381897,0.0006257997010834515,0.0035498118959367275,0.00010872777056647465,0.4
164,Bare,Bare,-94.43066,41.496098001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022045.jpg,0.9851052761077881,0.00403450196608901,0.010047804564237595,0.0008123336592689157,0.4
165,Bare,Bare,-94.434203,41.496073001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022047.jpg,0.8591365814208984,0.04476940259337425,0.09484462440013885,0.00124943139962852,0.4
166,Full Snow Coverage,Full Snow Coverage,-94.448735,41.496128001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022050.jpg,0.002389770234003663,0.018880724906921387,2.7582762413658202e-05,0.9787019491195679,0.4
167,Bare,Bare,-94.452227,41.496117001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022052.jpg,0.6788010001182556,0.3100717067718506,0.011094937101006508,3.231693699490279e-05,0.4
168,Bare,Bare,-94.466055,41.496068001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022055.jpg,0.9998435974121094,3.525183046804159e-06,0.0001527912390884012,4.2656868259882685e-08,0.4
169,Bare,Bare,-94.469083,41.496107001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022057.jpg,0.9998195767402649,5.420776506070979e-05,0.0001260596764041111,1.371414413142702e-07,0.4
170,Bare,Bare,-94.483942,41.496192001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022100.jpg,0.999981164932251,2.527534206819837e-06,1.5764793715788983e-05,5.311233621796418e-07,0.4
171,Bare,Bare,-94.48839,41.496238001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022102.jpg,0.9986912608146667,2.80692552223627e-06,0.0013059243792667985,1.2340117372389159e-08,0.4
172,Bare,Bare,-94.501458,41.496287001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022105.jpg,0.9995366334915161,0.0004487087426241487,1.4429106158786453e-05,1.854889006835947e-07,0.4
173,Bare,Bare,-94.505573,41.496335001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022107.jpg,0.9999924898147583,2.4955548383331916e-07,7.288268989213975e-06,1.2569534746376121e-08,0.4
174,Full Snow Coverage,Full Snow Coverage,-94.519558,41.496352001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022110.jpg,0.2584759593009949,0.2350442260503769,0.16643662750720978,0.34004318714141846,0.4
175,Bare,Bare,-94.523618,41.496382001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022112.jpg,0.9999754428863525,2.0460603991523385e-05,4.01704619434895e-06,9.378255327874285e-08,0.4
176,Bare,Bare,-94.536777,41.496572001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022115.jpg,0.9987443685531616,0.00015892436204012483,0.0008855331689119339,0.0002111750072799623,0.4
177,Bare,Bare,-94.54078,41.496672001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022117.jpg,0.9999454021453857,8.068809620453976e-07,5.36998086317908e-05,2.2194740267877933e-08,0.4
178,Bare,Bare,-94.554632,41.496833001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022120.jpg,0.999954104423523,5.435113052953966e-06,4.030865602544509e-05,1.132029581185634e-07,0.4
179,Bare,Bare,-94.558912,41.496950001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022122.jpg,0.9999997615814209,2.3749105082515598e-07,4.091220873192469e-08,1.8315909899868643e-10,0.4
180,Bare,Bare,-94.572353,41.496933001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022125.jpg,0.9999386072158813,5.9055699239252135e-05,2.2008414362062467e-06,1.333670809344767e-07,0.4
181,Bare,Bare,-94.576775,41.496917001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A33546/A33546_202305022127.jpg,0.9734715819358826,0.006724564358592033,0.004115998279303312,0.015687916427850723,0.4
182,Bare,Bare,-94.640477,41.493380001,https://mesonet.agron.iastate.edu/archive/data/2023/05/02/camera/idot_trucks/A32095/A32095_202305022130.jpg,0.9992712140083313,0.0007199583342298865,4.589694526657695e-06,4.201478986942675e-06,0.4
183,Bare,Bare,-93.579307,41.649538001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030110.jpg,0.9965537786483765,0.0032329135574400425,0.000213345731026493,4.0953757718398265e-08,0.4
184,Bare,Bare,-93.598717,41.649823001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030138.jpg,0.961919903755188,0.008253969252109528,1.4769479093956761e-05,0.029811441898345947,0.4
185,Bare,Bare,-93.600763,41.650053001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030203.jpg,0.9983103275299072,4.3362756514397915e-06,8.889559103408828e-05,0.0015965523198246956,0.4
186,Full Snow Coverage,Full Snow Coverage,-93.6519,41.649950001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030243.jpg,0.034160636365413666,0.00013602583203464746,0.00018591356638353318,0.9655174612998962,0.4
187,Bare,Bare,-93.605257,41.649798001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030248.jpg,0.8568435311317444,0.009590789675712585,0.011971931904554367,0.12159378826618195,0.4
188,Full Snow Coverage,Full Snow Coverage,-93.630928,41.649602001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030253.jpg,0.11588849127292633,5.400588179327315e-06,3.651986116892658e-05,0.884069561958313,0.4
189,Full Snow Coverage,Full Snow Coverage,-93.62311,41.649113001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030303.jpg,0.011846021749079227,0.03918767720460892,0.0014697291189804673,0.9474965929985046,0.4
190,Partly Snow Coverage,Partly Snow Coverage,-93.575487,41.650027001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030316.jpg,0.2280796468257904,0.7634919285774231,0.0005511610652320087,0.00787723995745182,0.4
191,Partly Snow Coverage,Partly Snow Coverage,-93.577667,41.671962001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030326.jpg,0.06990431994199753,0.9023427963256836,9.606523235561326e-05,0.02765684947371483,0.4
192,Bare,Bare,-93.575673,41.689282001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030336.jpg,0.9512137770652771,0.048127513378858566,0.00027822155971080065,0.00038042597589083016,0.4
193,Bare,Bare,-93.575965,41.704972001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030346.jpg,0.9992775321006775,0.00048643103218637407,0.0002233478589914739,1.280814285564702e-05,0.4
194,Partly Snow Coverage,Partly Snow Coverage,-93.576693,41.731198001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030411.jpg,0.05957574024796486,0.940420925617218,3.0738699479115894e-06,3.306843154859962e-07,0.4
195,Bare,Bare,-93.577187,41.742382001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030416.jpg,0.9984930753707886,0.0015067794593051076,1.4224674771412538e-07,1.1094761553920307e-08,0.4
196,Full Snow Coverage,Full Snow Coverage,-93.57346,41.750535001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030421.jpg,0.0019081792561337352,0.11857659369707108,6.383102299878374e-05,0.879451334476471,0.4
197,Bare,Bare,-93.575467,41.747198001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030431.jpg,0.9999939203262329,5.22985737916315e-06,1.9535738715603657e-07,6.528857738885563e-07,0.4
198,Partly Snow Coverage,Partly Snow Coverage,-93.577555,41.734352001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030436.jpg,0.02536414936184883,0.8894403576850891,0.008537796325981617,0.07665770500898361,0.4
199,Full Snow Coverage,Full Snow Coverage,-93.57671,41.711260001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030451.jpg,1.5183314644673374e-05,6.835251724623959e-07,7.28924874238146e-07,0.9999834299087524,0.4
200,Bare,Bare,-93.576393,41.697777001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030456.jpg,0.9509021639823914,0.045379575341939926,0.0005230288370512426,0.0031951721757650375,0.4
201,Bare,Bare,-93.576108,41.686918001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030501.jpg,0.8219354748725891,0.003790144808590412,0.0005512099014595151,0.17372310161590576,0.4
202,Bare,Bare,-93.576578,41.682670001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030511.jpg,0.999817430973053,3.5162197491445113e-06,3.3808693842729554e-05,0.0001451711286790669,0.4
203,Bare,Bare,-93.57826,41.672708001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030516.jpg,0.9991773962974548,6.390353519236669e-06,0.0007272455841302872,8.891511970432475e-05,0.4
204,Bare,Bare,-93.604063,41.648723001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030528.jpg,0.4398154020309448,0.04111776500940323,0.08600018173456192,0.4330666959285736,0.4
205,Bare,Bare,-93.619937,41.651423001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35243/A35243_202305030546.jpg,0.9835277795791626,0.012500235810875893,2.1071284209028818e-05,0.003950881771743298,0.4
206,Bare,Bare,-93.575618,41.660888001,https://mesonet.agron.iastate.edu/archive/data/2023/05/03/camera/idot_trucks/A35242/A35242_202305030553.jpg,0.8900169134140015,3.1877851142780855e-05,0.0001453665754524991,0.10980592668056488,0.4
